"","Summed","Average","Max","Episode3.1","Episode3.2","Episode3.3"
"AgeAt1yrVisit",0.920975976161143,0.908878698913242,0.996330827863241,0.936918403165003,0.688512862994572,0.906304103931285
"MAGE",0.965038484892033,0.963983019213209,0.996330827863241,0.936918403165003,0.80165260167623,0.906304103931285
"PAGE",0.965038484892033,0.963983019213209,0.996330827863241,0.936918403165003,0.688512862994572,0.914156592330695
"MEDUY",0.965038484892033,0.963983019213209,0.968416551615402,0.936918403165003,0.80165260167623,0.906304103931285
"PEDUY",0.562096559237742,0.565822311966103,0.739323730422596,0.936918403165003,0.5587827069948,0.705524946380548
"Income.code",0.965038484892033,0.963983019213209,0.996330827863241,0.936918403165003,0.735981047631601,0.906304103931285
"OLDERSIBLINGS",0.965038484892033,0.963983019213209,0.996330827863241,0.943342425418067,0.843576162352475,0.906304103931285
"SEX",0.965038484892033,0.963983019213209,0.996330827863241,0.936918403165003,0.688512862994572,0.906304103931285
"GESTAGEBIRTH",0.965038484892033,0.963983019213209,0.996330827863241,0.936918403165003,0.90419601560311,0.907967425688911
"BW",0.920975976161143,0.908878698913242,0.858367912576521,0.936918403165003,0.5587827069948,0.906304103931285
"MaternalInfection",0.920975976161143,0.908878698913242,0.739323730422596,0.936918403165003,0.688512862994572,0.906304103931285
"MPSYCH",0.965038484892033,0.963983019213209,0.996330827863241,0.936918403165003,0.80165260167623,0.906304103931285
"VITAMINDNEO",0.965038484892033,0.963983019213209,0.996330827863241,0.936918403165003,0.688512862994572,0.906304103931285
"PrePregBMI",0.920975976161143,0.908878698913242,0.996330827863241,0.936918403165003,0.5587827069948,0.906304103931285
"ANTIBIOTIC_1yr",0.965038484892033,0.963983019213209,0.996330827863241,0.936918403165003,0.5587827069948,0.906304103931285
"FORMULA_1yr",0.965038484892033,0.963983019213209,0.996330827863241,0.936918403165003,0.688512862994572,0.906304103931285
"FORMULA_6mo",0.965038484892033,0.963983019213209,0.996330827863241,0.936918403165003,0.735981047631601,0.906304103931285
"FEVER_1yr",0.920975976161143,0.908878698913242,0.739323730422596,0.936918403165003,0.688512862994572,0.906304103931285
"DAYCARE",0.965038484892033,0.963983019213209,0.739323730422596,0.936918403165003,0.80165260167623,0.906304103931285
"CURBRFEED_1yr",0.965038484892033,0.963983019213209,0.996330827863241,0.936918403165003,0.80165260167623,0.906304103931285
"Milks_1yr",0.965038484892033,0.963983019213209,0.996330827863241,0.936918403165003,0.688512862994572,0.906304103931285
"FrenchFries_1yr",0.965038484892033,0.963983019213209,0.996330827863241,0.936918403165003,0.688512862994572,0.906304103931285
"SweetFoodsDrinks_1yr",0.965038484892033,0.963983019213209,0.996330827863241,0.936918403165003,0.797841775524665,0.906304103931285
"PeanutButter_1yr",0.965038484892033,0.963983019213209,0.996330827863241,0.936918403165003,0.688512862994572,0.906304103931285
"WHSTOTHER",0.920975976161143,0.908878698913242,0.996330827863241,0.936918403165003,0.688512862994572,0.906304103931285
"VITAMIND_6mo",0.920975976161143,0.908878698913242,0.739323730422596,0.936918403165003,0.688512862994572,0.906304103931285
"Cereals_6mo",0.965038484892033,0.963983019213209,0.996330827863241,0.936918403165003,0.808164518681951,0.966690345459024
"STATE",0.965038484892033,0.963983019213209,0.996330827863241,0.936918403165003,0.843576162352475,0.906304103931285
"TRAIT",0.920975976161143,0.908878698913242,0.739323730422596,0.936918403165003,0.905724709266658,0.906304103931285
"NegativeLifeEvents",0.965038484892033,0.963983019213209,0.996330827863241,0.943342425418067,0.735981047631601,0.906304103931285
"PositiveLifeEvents",0.920975976161143,0.908878698913242,0.739323730422596,0.936918403165003,0.5587827069948,0.906304103931285
"TotalLifeEvents",0.965038484892033,0.963983019213209,0.996330827863241,0.936918403165003,0.688512862994572,0.906304103931285
"Stranger",0.965038484892033,0.963983019213209,1,0.936918403165003,0.80165260167623,0.906304103931285
